,地址,余额,占比,交易笔数
172,0x3d4530082c3eb60f58af03f79b1ed3f40e591cd1,113398790579999984262008,0.0011649675612549041,129
173,0x2125f3189cd5d650d6142b222f20083efc2d05f2,111919209740112986822684,0.0011497675430368383,9
174,0x1b8766d041567eed306940c587e21c06ab968663,111377314161500000660666,0.0011442005456513923,3
175,0x8fe68ee399bff5f8373b4b0877eaa518ca2026d3,110439620392162522800222,0.0011345674374138017,6
176,0x7d812b62dc15e6f4073eba8a2ba8db19c4e40704,110294007579059168640002,0.0011330715290103625,1365
177,0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40,110000907907099386264866,0.00113006045977143,62
178,0x47029dc4f3922706bf670d335c45550cff4f6a35,108361636933652848242248,0.0011132199141324116,18
179,0x8ae880b5d35305da48b63ce3e52b22d17859f293,107708242178300000404282,0.001106507464283635,3
180,0x5a710a3cdf2af218740384c52a10852d8870626a,107141167752610000802206,0.0011006817997649288,26
181,0xbed96d0840201011df1467379a5d311e0040073a,103744759505880000066822,0.0010657898453447648,1
182,0xdb89045c811549f7eb925ec16f7d0cd7166556b3,102590583044586026688886,0.0010539327688230988,4
183,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,102402198912105600080246,0.0010519974624386798,19432
184,0xda079a280fc3e33eb11a78708b369d5ca2da54fe,101874522559590282022868,0.0010465765418946641,37
185,0x76ae5632ae65d95dd704218920f7d8ac4daef9cc,101388617613615008606460,0.0010415847470349549,29
186,0x5657e633be5912c6bab132315609b51aadd01f95,101051806391126026000224,0.0010381246206397842,7
187,0x7d465b1b48855925ae5fad79b68415468d6a866e,100982285438793520202840,0.0010374104185404437,5
188,0x67f706db3bbd04a250eed049386c5d09c4ee31f0,100784247215122224202208,0.0010353759338225237,34
189,0x999e77c988c4c1451d3b1c104a6cca7813a9946e,100161189449395946488062,0.0010289751416963768,55
190,0x4fdd5eb2fb260149a3903859043e962ab89d8ed4,100116865923457168866200,0.0010285197975991864,23
191,0x1fe29b608c1cab7b7354fc96c7bbb2a68355ced6,100000973712000000008686,0.0010273292146462363,6
192,0x7801597900be824cc26ae107b652418c2a331a9d,100000233578552144884424,0.0010273216111131357,0
193,0x61a0e60327dd5399110e24b65d7b1086cc7d9a50,100000002970000000086622,0.0010273192420271761,5
194,0x40f50e8352d64af0ddda6ad6c94b5774884687c3,100000000019999984268680,0.001027319211721259,3
195,0x2d89034424db22c9c555f14692a181b22b17e42c,100000000010000000084844,0.0010273192116185275,3
196,0xba3fd3c06e5c670c15d7bc43c935cc02a3cc87d2,100000000000000000000002,0.0010273192115157956,2
197,0xd47ae555e8d869794adf7d1dbb78a7e47ccf811f,100000000000000000000002,0.0010273192115157956,3
198,0x1cc1c81fd28cd948e94da74fa22fc4182d9ecfec,100000000000000000000002,0.0010273192115157956,3
199,0x44c2eb90a6d5d74dce8dccbd485cd889f8bc7b6a,100000000000000000000002,0.0010273192115157956,3
200,0x868dab0b8e21ec0a48b726a1ccf25826c78c6d7f,100000000000000000000002,0.0010273192115157956,1
201,0xbfbbfaccd1126a11b8f84c60b09859f80f3bd10f,100000000000000000000002,0.0010273192115157956,1
202,0x539c92186f7c6cc4cbf443f26ef84c595babbca1,100000000000000000000002,0.0010273192115157956,1
203,0x3a048255067e077001d970d03da5c9f335f9b77e,100000000000000000000002,0.0010273192115157956,2
204,0xc39cc669a548c661dfa6b5a1eeaa389d1ec53143,99999004510000000020260,0.0010273089846557768,8
205,0xf3a258ad4d2f43c5ae9c4a3d0a4f1622f43a4283,99989998173000026880468,0.0010272164608255223,8
206,0xc1bf8f2acc5d5824974ce4c90a8438421150f753,99650009584599984282664,0.0010237236927399273,73
207,0x18b755b62d0daa5b4ebdaaaed40c17234d3368d0,99080952233649882804446,0.001017877657249074,4
208,0x2fd56159f4c8664a1de5c75e430338cfa58cd5b9,98697962321164000482404,0.001013943128299939,52
209,0xf5b4cf26c1606b003a1abba5db05825ae5f011d1,98614482902889904286860,0.0010130855281983476,13
210,0x28140cb1ac771d4add91ee23788e50249c10263d,97634063474999984228640,0.0010030134910622012,1
211,0x3bc643a841915a267ee067b580bd802a66001c1d,95515565600635264026886,0.0009812497554032985,313
212,0xc56fefd1028b0534bfadcdb580d3519b5586246e,95263263235190000268464,0.0009786578047319707,1
213,0x629e7da20197a5429d30da36e77d06cdf796b71a,93750623089817840260426,0.0009631181619174621,0
214,0x86a6a0080b1a4c9390416cf73ffb02738d94f8d6,93032096276800000004880,0.0009557365979274376,4
215,0x0dbd8de20eed94a5693d57998827fcf68ed2ecf4,92500114396224288626020,0.0009502714458665002,3
216,0xcffad3200574698b78f32232aa9d63eabd290703,92405135734443168448224,0.0009492957118271823,0
217,0x0d0707963952f2fba59dd06f2b425ace40b492fe,92166591615065424822646,0.0009468451022608735,4989095
218,0x1b29dd8ff0eb3240238bf97cafd6edea05d5ba82,91851425901918208000828,0.0009436073443416013,10
219,0x79f67f689b9925710d4dda2a39d680e9cea61c81,91578608087544528806662,0.0009408046345221031,68
220,0x368d43c23843ca9b49dc861d80251bda6a090367,91578608087544528806662,0.0009408046345221031,78
221,0x6d9d2b30df394f17a5058aceb9a4d3446f1bc042,91578608087544528806662,0.0009408046345221031,71
222,0xc8e0c9ba619f64c948b065a70f4085fdbaf9316d,90999996556000000008400,0.0009348604470985003,8
223,0x515e93cebed97988086e6f09cced7435db97122b,90982285438793504468688,0.0009346784973888639,4
224,0x84bf16e7675cee22d0e0302913ccf58b45333ddf,90321938231248784862462,0.000927894623663049,119
225,0x91958113b6ffe2bb496be019dd0430668db023f2,90150807627000000068286,0.0009261365660888181,18
226,0x27884c1ca86a149c7592887909fc7a8d9eee8e22,89767583136309226426888,0.0009221996272727182,45
227,0x282edab8a933bc1c02649fe3ea2842ecbe9928a7,89506116594974992844080,0.0009195135312619057,53
228,0x30a2ebf10f34c6c4874b0bdd5740690fd2f3b70c,88657124475989984426284,0.0009107916721193178,3
229,0x7e6ea81a68a2af50f64a37b3d6e50b1abb796da8,87106489596253392800222,0.000894861702099319,134
230,0xe4f4866437513e7e023fb3933ba43045312b7459,86484616674267984828604,0.0008884730821005481,8
231,0x1bb762b16438f8b287626fd1042bc6f6848cc286,86481015739150000220426,0.0008884360890022868,1
232,0x5f397b62502e255f68382791947d54c4b2d37f09,86370812869003904086040,0.0008873039537456342,434
233,0x5098af843edb4e586c6b8af0c287fb7e9ec941bd,85358574003739920846460,0.0008769050294163478,6
234,0x6586ce3d543e0c57b347f0c3b9eeed2f132c104f,84999995411000000062068,0.0008732212826447475,4
235,0x7f3a1e45f67e92c880e573b43379d71ee089db54,84493771345090026644204,0.000868020745562338,116
236,0x2d1566722288be5525b548a642c98b546f116aa0,83648454313901546488848,0.0008593366413027239,119
237,0x74763e58e51fa8cddee3dd3a8133b842fc023b12,83622137898424992444082,0.000859066287710751,4
238,0xb3764761e297d6f121e79c32a65829cd1ddb4d32,83017191722098000822400,0.0008528515594220134,63
239,0xb46427e2cddecb0bde40bf402361effddd4401e2,81444258242740000468828,0.000836692511604205,3
240,0xd0c67b916a8915466d1101ace315e4c5705f32db,80982285438793504468682,0.0008319465762372844,6
241,0x37e3bc492735d3d84f2b126cffaf4f0a95bff049,80645714717118858026642,0.0008284889205531833,10
242,0x84be254b5c323e0f985ed1d3d775702e4ccd1cf3,80389818810279744042224,0.0008258600527407426,5
243,0x7d783603bd1caed3cdb8e734a50fb35df1f1da7a,80000138950000026868422,0.0008218567966726811,4
244,0x46fde20dfde85c8c169e8823b6f615146674103e,80000138950000026868422,0.0008218567966726811,4
245,0x28973c01a23a002e8c40dc123858fd2122e50f87,80000138950000026868422,0.0008218567966726811,4
246,0x677f887fae0873bcf7e800f77bc7643063c7dece,80000138950000026868422,0.0008218567966726811,4
247,0x1085b9c6e43895cc441ba1840b940ef786683785,80000138950000026868422,0.0008218567966726811,4
248,0x583197dccce7e295525acfa016eabe1b25becbc6,80000138950000026868422,0.0008218567966726811,4
249,0x67586e3526bbe9f3e19d76bb41f1de0a774b50b4,80000128950000000082604,0.0008218566939407597,4
250,0x385dc986ac6dfaefe851ac95d3650e0baafef3ac,80000128950000000082604,0.0008218566939407597,4
251,0x58c1655ee5c109bf69715411dc32338e40a54c46,80000128950000000082604,0.0008218566939407597,4
252,0x918fa381cb534677bad24afb29cb3c2acaf16385,79340381617265898428066,0.0008150789828441192,2
253,0xa0e239b0abf4582366adaff486ee268c848c4409,79282197803376746404400,0.0008144812493460434,36
254,0xd2b0b1daed605718080f861034d3241f1cfd89cb,79122430207150026064268,0.0008128399261362292,1
255,0x738dc3740f3b482001e786fa9b5dcecbc94714bd,78074238054969738026606,0.0008020716467832804,4
256,0xfdfeb7474b6b104f32599948bb7f8ed81b06def3,77735850855778000804648,0.0007985953300766734,2
257,0xcfee6efec3471874022e205f4894733c42cbbf64,77500000000000000000028,0.0007961723889247415,10
258,0xea22d3e7222163166d3693d2cb32b62376185220,77112144021496032642262,0.0007921878699445578,12
259,0xca0a044400c1fa857e4cd0c95d86376b85659303,76610578178667664864208,0.0007870351876827808,1936
260,0xe20c0178c91050155f461685c24db0c0276c94b6,76372410743769984020042,0.0007845884478685025,66
261,0x8033539e873b3f0deaba706dd6d3480e0dd5cb30,75311975933144000066066,0.0007736943973333406,11
262,0x631617282dae8672d63344d69f2c085df9f2dad5,75177870323722938288886,0.0007723167046440378,183
263,0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,75085000813584000028208,0.0007713626383247399,37
264,0x3f7e77b627676763997344a1ad71acb765fc8ac5,75026129785991984200006,0.0007707578449482703,8
265,0x3dc2338a525b09c0a927cb765dbe6c45353f9dc0,75000575347120000088862,0.0007704953192883433,4
266,0xbce4e85eb1a8e587db257a65da7703780db7bca4,74999987280941200866808,0.0007704892779715121,4
267,0x802ea31c421ec79e8190cb68b699af3e3bc625fe,71999994750080026842246,0.0007396697783579364,6
